Freebase Player Key	Player Name	Freebase Nationality Key	Nationality	Freebase relation
m.0ngscjn	Bruno	m.01pj7	Croatia	people.person.nationality
m.0c406vv	Cesare Lovati	m.03rjj	Italy	people.person.nationality
m.04gm88r	Andy Rammell	m.02jx1	England	people.person.nationality
m.0g53q1z	Ilham Jaya Kesuma	m.03ryn	Indonesia	people.person.nationality
m.06w62cz	John Brown	m.06q1r	Scotland	people.person.nationality
m.0gky7k4	John Brown	m.06q1r	Scotland	people.person.nationality
m.0crgl7k	Pierre Dalem	m.0154j	Belgium	people.person.nationality
m.05zz_vl	David Brown	m.02jx1	England	people.person.nationality
m.03c3ss6	John Murray	m.0hzlz	South Africa	people.person.nationality
m.0408_cc	Aleksandr Petrov	m.02kmm	Estonia	people.person.nationality
m.05p5b60	Ballamodou Conde	m.03676	Guinea	people.person.nationality
m.05zs3rl	Jack Watson	m.03rt9	Ireland	people.person.nationality
m.0bbw6_1	Keith Welch	m.02jx1	England	people.person.nationality
m.0cc9tv8	Pietro Lana	m.03rjj	Italy	people.person.nationality
m.05pcl1y	Paul Sixsmith	m.04v3q	Malta	people.person.nationality
m.0gkxfxd	Diego Carlos	m.015fr	Brazil	people.person.nationality
m.02wwsb3	Brendan O'Kelly	m.03rt9	Ireland	people.person.nationality
m.0crc6hm	Jean Petit	m.0154j	Belgium	people.person.nationality
m.0bs5b93	Aldo Cevenini	m.03rjj	Italy	people.person.nationality
m.0gls4z9	Bentes	m.05r4w	Portugal	people.person.nationality
m.076xcd6	Svetislav Glišović	m.077qn	Serbia	people.person.nationality
m.04y9_zp	Aleksandr Petrov	m.02kmm	Estonia	people.person.nationality
m.0gvv7kg	Pavel Shadrin	m.06bnz	Russia	people.person.nationality
m.07khvf6	Jaroslav Boroš	m.06npd	Slovakia	people.person.nationality
m.0bs82yb	Felice Berardo	m.03rjj	Italy	people.person.nationality
m.09gl5gf	Sylvain Brébart	m.0154j	Belgium	people.person.nationality
m.0crgmb4	Fernand Buyle	m.0154j	Belgium	people.person.nationality
m.0crbwc9	Robert Lamoot	m.0154j	Belgium	people.person.nationality
m.030qg_k	Marcel Mayr	m.0h7x	Austria	people.person.nationality
m.0b6g9hc	Wayne Jones	m.0j5g9	Wales	people.person.nationality
m.0h3v47w	Andreas Konstantinou	m.01ppq	Cyprus	people.person.nationality
m.0gg7hmq	Philippe Bonnardel	m.0f8l9c	France	people.person.nationality
m.0bdwfs9	Nikola Hristov	m.015qh	Bulgaria	people.person.nationality
m.047p6_f	Alex Cropley	m.06q1r	Scotland	people.person.nationality
m.0pcth6t	Reis	m.0345h	Germany	people.person.nationality
m.02wwsd5	Emmet McLoughlin	m.03rt9	Ireland	people.person.nationality
m.04gmgls	Matthew Ferguson	m.05bcl	Northern Ireland	people.person.nationality
m.05c4j05	Danny Steel	m.02jx1	England	people.person.nationality
m.0406cw9	Elemér Berkessy	m.03gj2	Hungary	people.person.nationality
m.0crdsmh	Paul Henry	m.0154j	Belgium	people.person.nationality
m.02r9m4x	Bill McGuire	m.03rt9	Ireland	people.person.nationality
m.0gfg77g	André Chardar	m.0f8l9c	France	people.person.nationality
m.076x_m1	Jozef Desiatnik	m.06npd	Slovakia	people.person.nationality
m.0ngrzp_	Dirceu	m.0h7x	Austria	people.person.nationality
m.0cz9bdv	Georges Kramer	m.06mzp	Switzerland	people.person.nationality
m.0bs5m55	Aldo Agroppi	m.03rjj	Italy	people.person.nationality
m.02vqfb8	Drago Vabec	m.01pj7	Croatia	people.person.nationality
m.0dlqkcn	Leopold Facco	m.0h7x	Austria	people.person.nationality
m.0hhv7b4	John Brown	m.06q1r	Scotland	people.person.nationality
m.0h7lynn	Vintilă Cossini	m.06c1y	Romania	people.person.nationality
m.0cmb_m8	Martyn Lee	m.02jx1	England	people.person.nationality
m.0fm5qx	Chrys	m.01ppq	Cyprus	people.person.nationality
m.0288dv3	Daniel Huss	m.0h7x	Austria	people.person.nationality
m.0crh1__	Corneel Seys	m.0154j	Belgium	people.person.nationality
m.0dd9x83	Poul Hansen	m.0k6nt	Denmark	people.person.nationality
m.07k6yj3	Ahmed Salama	m.04gqr	Libya	people.person.nationality
m.0r9jj9w	Scott Mathieson	m.06q1r	Scotland	people.person.nationality
m.0h1c1t_	Charles Gee	m.0154j	Belgium	people.person.nationality
m.05zxf5j	Ollie Burton	m.0j5g9	Wales	people.person.nationality
m.0h531m6	Louis Gobet	m.06mzp	Switzerland	people.person.nationality
m.02rwx79	Billy Jordan	m.03rt9	Ireland	people.person.nationality
m.0g59jt4	Jan Mak	m.059j2	Netherlands	people.person.nationality
m.0br_2q1	Gustavo Carrer	m.03rjj	Italy	people.person.nationality
m.09k7mr8	Thomas White	m.02jx1	England	people.person.nationality
m.04ghf4b	Jimmy Daly	m.03rt9	Ireland	people.person.nationality
m.07kcmm2	Bob Hardisty	m.02jx1	England	people.person.nationality
m.08067vc	Adam Black	m.06q1r	Scotland	people.person.nationality
m.0crf1qf	Joseph Nelis	m.0154j	Belgium	people.person.nationality
m.03nnb58	Achmad Nawir	m.03ryn	Indonesia	people.person.nationality
m.0bs5b6n	Angelo Binaschi	m.03rjj	Italy	people.person.nationality
m.0bs6pmv	Antonio Bruna	m.03rjj	Italy	people.person.nationality
m.0gvrxw0	Daniel Fernández	m.06mkj	Spain	people.person.nationality
m.09gbqpz	Marcel Capelle	m.0f8l9c	France	people.person.nationality
m.0hr6msh	Jé	m.0f8l9c	France	people.person.nationality
m.076yfgr	Petar Manola	m.0166b	Bosnia and Herzegovina	people.person.nationality
m.0578q5r	Robert Mercier	m.0f8l9c	France	people.person.nationality
m.0ds4lln	Bill	m.0d0vqn	Sweden	people.person.nationality
m.0bs6_2s	Enrico Colombari	m.03rjj	Italy	people.person.nationality
m.0bs07yy	Domenico Capello	m.03rjj	Italy	people.person.nationality
m.0cp0ygx	Timothy Anjembe	m.05cgv	Nigeria	people.person.nationality
m.0h56h8j	Ernst Frick	m.06mzp	Switzerland	people.person.nationality
m.02ww4mq	Stephen Best	m.03rt9	Ireland	people.person.nationality
m.0crdlrg	Arthur Ceuleers	m.0154j	Belgium	people.person.nationality
m.0ds9mwf	John Brown	m.06q1r	Scotland	people.person.nationality
m.0cnyt2r	John Brown	m.06q1r	Scotland	people.person.nationality
m.0pcthdd	Dida	m.047lj	Kazakhstan	people.person.nationality
m.0h668_l	Suvarte Soedarmadji	m.03ryn	Indonesia	people.person.nationality
m.0h3qn5r	Moussa Coulibaly	m.04v09	Mali	people.person.nationality
m.03nptsc	Tom Morris	m.02jx1	England	people.person.nationality
m.0h528k2	Benjamin	m.0bk25	Macedonia	people.person.nationality
